url,Extract Method,Move Field,Inline Method,Move Method,Pull Up Method,Pull Up Field,Extract Superclass,Extract Interface,Push Down Method,Push Down Field,total refactoring types
https://github.com/facebook/facebook-android-sdk/commit/47e33336a14a79d7d9bb43266e8fe13957bf5f4c,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/e14167bdc5ea4cee5d5005ee71f50b991d2f08b8,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/de5b609c477c9722090a4d6b96e083f0df8ffe11,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/92269e6086501de134e1b376accaf3497283cd83,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/be897ee8916e54309112f63dd337b6a681207b34,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/5cb3ae590aabc953dddff6edcafeb1c5497d8fba,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/d31af6a21d679c671be184b8df3df1c7c1dd9c29,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/ac8876df7a14872c0d0f07f29090e776d4a51d65,0,0,0,0,0,0,0,0,0,0,3
https://github.com/facebook/facebook-android-sdk/commit/84e59872affc1e7fca295cfd6ef4f26a614679ab,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/267dfc924e10896ebd24d3351813f4cf7ca7e90d,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/b87442a1ed5a44ff761f212fc36825576e7f0318,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/c64a661d55ef1d72ea7f3c4bf20f243567d0318f,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/59f36ffc327926d6bd575449fb90928e912f2cac,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/f654280710fa44db46bc1787daf94de95a65f148,0,0,0,0,0,0,0,0,0,0,1
